# These isoelasticity lines were interpolated from a volume-deformation
# look-up table which was extracted from FEM data and complemented with
# analytical data (https://doi.org/10.6084/m9.figshare.12155064.v4 with
# scripts/fem2iso_volume.py). An equivalent channel radius for a square
# channel (factor of 1.094) is used in the 2D axis-symmetric model (see
# also supplement S3 in https://doi.org/10.1016/j.bpj.2015.09.006). The
# improved look-up table (with polynomial extrapolation of isoelastics)
# as introduced in dclab 0.46.0 was used here.
#
# BEGIN METADATA
# {
#   "authors": "D. Mokbel, M. Mokbel, L.D. Wittwer, S. Aland",
#   "channel_width": 20.0,
#   "channel_width_unit": "um",
#   "commit_hash": "43f37eaa",
#   "date": "2019-11-13",
#   "dimensionality": "2Daxis",
#   "flow_rate": 0.04,
#   "flow_rate_unit": "uL/s",
#   "fluid_density": 1000.0,
#   "fluid_density_unit": "kg m^-3",
#   "fluid_viscosity": 15.0,
#   "fluid_viscosity_unit": "mPa s",
#   "lut identifier": "LE-2D-FEM-19",
#   "method": "FEM",
#   "model": "linear elastic",
#   "publication": "https://doi.org/10.1021/acsbiomaterials.6b00558",
#   "software": "custom C++ code",
#   "solid_density": 1000.0,
#   "solid_density_unit": "kg m^-3",
#   "summary": "2D-axis-symmetric FEM simulation with a linear elastic model"
# }
# END METADATA
#
# volume [um^3]	deform	emodulus [kPa]
4.66894e+02	6.72389e-02	1.34000e+00
4.71269e+02	6.79948e-02	1.34000e+00
4.75585e+02	6.87508e-02	1.34000e+00
4.79895e+02	6.95068e-02	1.34000e+00
4.84293e+02	7.02627e-02	1.34000e+00
4.88492e+02	7.10187e-02	1.34000e+00
4.92722e+02	7.17747e-02	1.34000e+00
4.97000e+02	7.25306e-02	1.34000e+00
5.01287e+02	7.32866e-02	1.34000e+00
5.05142e+02	7.40426e-02	1.34000e+00
5.08950e+02	7.47985e-02	1.34000e+00
5.12860e+02	7.55545e-02	1.34000e+00
5.16813e+02	7.63105e-02	1.34000e+00
5.20731e+02	7.70664e-02	1.34000e+00
5.24615e+02	7.78224e-02	1.34000e+00
5.28498e+02	7.85783e-02	1.34000e+00
5.32396e+02	7.93343e-02	1.34000e+00
5.36151e+02	8.00903e-02	1.34000e+00
5.39563e+02	8.08462e-02	1.34000e+00
5.43000e+02	8.16022e-02	1.34000e+00
5.46421e+02	8.23582e-02	1.34000e+00
5.49962e+02	8.31141e-02	1.34000e+00
5.53614e+02	8.38701e-02	1.34000e+00
5.56916e+02	8.46261e-02	1.34000e+00
5.60330e+02	8.53820e-02	1.34000e+00
5.63849e+02	8.61380e-02	1.34000e+00
5.67261e+02	8.68940e-02	1.34000e+00
5.70599e+02	8.76310e-02	1.34000e+00
5.74164e+02	8.84059e-02	1.34000e+00
5.77616e+02	8.91619e-02	1.34000e+00
5.81076e+02	8.99178e-02	1.34000e+00
5.84541e+02	9.06738e-02	1.34000e+00
5.88008e+02	9.14297e-02	1.34000e+00
5.91273e+02	9.21857e-02	1.34000e+00
5.94415e+02	9.29417e-02	1.34000e+00
5.97551e+02	9.36976e-02	1.34000e+00
6.00692e+02	9.44536e-02	1.34000e+00
6.03846e+02	9.52096e-02	1.34000e+00
6.06968e+02	9.59655e-02	1.34000e+00
6.09928e+02	9.67215e-02	1.34000e+00
6.12817e+02	9.74775e-02	1.34000e+00
6.15671e+02	9.82334e-02	1.34000e+00
6.18508e+02	9.89894e-02	1.34000e+00
6.21373e+02	9.97454e-02	1.34000e+00
6.24265e+02	1.00501e-01	1.34000e+00
6.27249e+02	1.01257e-01	1.34000e+00
6.29882e+02	1.02013e-01	1.34000e+00
6.32516e+02	1.02769e-01	1.34000e+00
6.35148e+02	1.03525e-01	1.34000e+00
6.37777e+02	1.04281e-01	1.34000e+00
6.40421e+02	1.05037e-01	1.34000e+00
6.43108e+02	1.05793e-01	1.34000e+00
6.45830e+02	1.06549e-01	1.34000e+00
6.48376e+02	1.07305e-01	1.34000e+00
6.50827e+02	1.08061e-01	1.34000e+00
6.53273e+02	1.08817e-01	1.34000e+00
6.55744e+02	1.09573e-01	1.34000e+00
6.58246e+02	1.10329e-01	1.34000e+00
6.60732e+02	1.11085e-01	1.34000e+00
6.63195e+02	1.11841e-01	1.34000e+00
6.65646e+02	1.12597e-01	1.34000e+00
6.68139e+02	1.13353e-01	1.34000e+00
6.70429e+02	1.14109e-01	1.34000e+00
6.72832e+02	1.14865e-01	1.34000e+00
6.75085e+02	1.15621e-01	1.34000e+00
6.77292e+02	1.16377e-01	1.34000e+00
6.79452e+02	1.17133e-01	1.34000e+00
6.81675e+02	1.17889e-01	1.34000e+00
6.83918e+02	1.18644e-01	1.34000e+00
6.86226e+02	1.19400e-01	1.34000e+00
6.88359e+02	1.20156e-01	1.34000e+00
6.90549e+02	1.20912e-01	1.34000e+00
6.92766e+02	1.21668e-01	1.34000e+00
6.94984e+02	1.22424e-01	1.34000e+00
6.97202e+02	1.23180e-01	1.34000e+00
6.99419e+02	1.23936e-01	1.34000e+00
7.01637e+02	1.24692e-01	1.34000e+00
7.03912e+02	1.25448e-01	1.34000e+00
7.05875e+02	1.26204e-01	1.34000e+00
7.07774e+02	1.26960e-01	1.34000e+00
7.09680e+02	1.27716e-01	1.34000e+00
7.11806e+02	1.28472e-01	1.34000e+00
7.13960e+02	1.29228e-01	1.34000e+00
7.16138e+02	1.29984e-01	1.34000e+00
7.18159e+02	1.30740e-01	1.34000e+00
7.19988e+02	1.31496e-01	1.34000e+00
7.22060e+02	1.32252e-01	1.34000e+00
7.24185e+02	1.33008e-01	1.34000e+00
7.26051e+02	1.33764e-01	1.34000e+00
7.27864e+02	1.34520e-01	1.34000e+00
7.29934e+02	1.35276e-01	1.34000e+00
7.31998e+02	1.36032e-01	1.34000e+00
7.33753e+02	1.36788e-01	1.34000e+00
7.35567e+02	1.37544e-01	1.34000e+00
7.37592e+02	1.38300e-01	1.34000e+00
7.39577e+02	1.39056e-01	1.34000e+00
7.41278e+02	1.39811e-01	1.34000e+00
7.43069e+02	1.40567e-01	1.34000e+00
7.45045e+02	1.41323e-01	1.34000e+00
7.46981e+02	1.42079e-01	1.34000e+00
7.48633e+02	1.42835e-01	1.34000e+00
7.50376e+02	1.43591e-01	1.34000e+00
7.52305e+02	1.44347e-01	1.34000e+00
7.54206e+02	1.45103e-01	1.34000e+00
7.55829e+02	1.45859e-01	1.34000e+00
7.57497e+02	1.46615e-01	1.34000e+00
7.59381e+02	1.47371e-01	1.34000e+00
7.61265e+02	1.48127e-01	1.34000e+00
7.62874e+02	1.48883e-01	1.34000e+00
7.64457e+02	1.49639e-01	1.34000e+00
7.66283e+02	1.50395e-01	1.34000e+00
7.68123e+02	1.51151e-01	1.34000e+00
7.69777e+02	1.51907e-01	1.34000e+00
7.71311e+02	1.52663e-01	1.34000e+00
7.73020e+02	1.53419e-01	1.34000e+00
7.74817e+02	1.54175e-01	1.34000e+00
7.76546e+02	1.54931e-01	1.34000e+00
7.78042e+02	1.55687e-01	1.34000e+00
7.79600e+02	1.56443e-01	1.34000e+00
7.81356e+02	1.57199e-01	1.34000e+00
7.83111e+02	1.57955e-01	1.34000e+00
7.84648e+02	1.58711e-01	1.34000e+00
7.86108e+02	1.59467e-01	1.34000e+00
7.87748e+02	1.60223e-01	1.34000e+00
