# Isoelastics for elastic spheres deformed
# in a microfluidic channel.
#
# A description of the underlying theory can be found here:
#
#   Numerical Simulation of Real-Time Deformability Cytometry
#   to Extract Cell Mechanical Properties
#   M. Mokbel, D. Mokbel, A. Mietke, N. Träber, S. Girardo,
#   O. Otto, J. Guck, and S. Aland
#   ACS Biomaterials Science & Engineering 3(11) 2017
#   DOI: 10.1021/acsbiomaterials.6b00558
#
# These data were generated by linear interpolation of a look-up 
# table of numerically simulated values. 
# The simulations were performed by S. Aland, D. Mokbel.
# The look-up table was assembled by S. Aland, D. Mokbel, C. Herold.
# The interpolation was performed by C. Herold
#
# - column 1: area_um
# - column 2: deform
# - column 3: emodulus
# - channel width [um]: 20
# - flow rate [ul/s]: 0.04
# - viscosity [mPa*s]: 15
# - method: numerical
# - method details: FEM
#
# apparent_area_um^2 deformation elastic_modulus_kPa
7.65116e+01 5.91425e-03 4.20
7.45349e+01 5.71993e-03 4.20
7.25581e+01 5.54879e-03 4.20
7.05814e+01 5.38529e-03 4.20
6.86047e+01 5.21433e-03 4.20
6.66279e+01 5.04387e-03 4.20
6.61573e+01 5.00000e-03 4.20
6.46512e+01 4.89643e-03 4.20
6.26744e+01 4.72071e-03 4.20
6.06977e+01 4.57095e-03 4.20
5.87209e+01 4.42039e-03 4.20
5.67442e+01 4.25003e-03 4.20
5.47674e+01 4.08079e-03 4.20
5.38438e+01 4.00000e-03 4.20
5.27907e+01 3.93682e-03 4.20
5.08140e+01 3.79584e-03 4.20
4.88372e+01 3.60264e-03 4.20
4.68605e+01 3.47957e-03 4.20
4.48837e+01 3.34419e-03 4.20
4.29070e+01 3.17551e-03 4.20
2.88023e+02 8.08555e-02 3.60
2.86234e+02 8.00000e-02 3.60
2.86047e+02 7.99099e-02 3.60
2.84115e+02 7.90000e-02 3.60
2.84070e+02 7.89791e-02 3.60
2.82093e+02 7.80547e-02 3.60
2.81979e+02 7.80000e-02 3.60
2.80116e+02 7.71141e-02 3.60
2.79878e+02 7.70000e-02 3.60
2.78140e+02 7.61727e-02 3.60
2.77776e+02 7.60000e-02 3.60
2.76163e+02 7.52407e-02 3.60
2.75653e+02 7.50000e-02 3.60
2.74186e+02 7.43064e-02 3.60
2.73529e+02 7.40000e-02 3.60
2.72209e+02 7.33887e-02 3.60
2.71363e+02 7.30000e-02 3.60
2.70233e+02 7.24840e-02 3.60
2.69188e+02 7.20000e-02 3.60
2.68256e+02 7.15673e-02 3.60
2.67049e+02 7.10000e-02 3.60
2.66279e+02 7.06394e-02 3.60
2.64940e+02 7.00000e-02 3.60
2.64302e+02 6.97012e-02 3.60
2.62825e+02 6.90000e-02 3.60
2.62326e+02 6.87640e-02 3.60
2.60741e+02 6.80000e-02 3.60
2.60349e+02 6.78150e-02 3.60
2.58662e+02 6.70000e-02 3.60
2.58372e+02 6.68604e-02 3.60
2.56658e+02 6.60000e-02 3.60
2.56395e+02 6.58723e-02 3.60
2.54605e+02 6.50000e-02 3.60
2.54419e+02 6.49078e-02 3.60
2.52518e+02 6.40000e-02 3.60
2.52442e+02 6.39636e-02 3.60
2.50465e+02 6.30080e-02 3.60
2.50449e+02 6.30000e-02 3.60
2.48488e+02 6.20571e-02 3.60
2.48372e+02 6.20000e-02 3.60
2.46512e+02 6.10988e-02 3.60
2.46305e+02 6.10000e-02 3.60
2.44535e+02 6.01573e-02 3.60
2.44209e+02 6.00000e-02 3.60
2.42558e+02 5.92117e-02 3.60
2.42122e+02 5.90000e-02 3.60
2.40581e+02 5.82659e-02 3.60
2.40026e+02 5.80000e-02 3.60
2.38605e+02 5.73261e-02 3.60
2.37913e+02 5.70000e-02 3.60
2.36628e+02 5.64014e-02 3.60
2.35767e+02 5.60000e-02 3.60
2.34651e+02 5.54845e-02 3.60
2.33627e+02 5.50000e-02 3.60
2.32674e+02 5.45569e-02 3.60
2.31500e+02 5.40000e-02 3.60
2.30698e+02 5.36241e-02 3.60
2.29373e+02 5.30000e-02 3.60
2.28721e+02 5.26973e-02 3.60
2.27239e+02 5.20000e-02 3.60
2.26744e+02 5.17717e-02 3.60
2.25140e+02 5.10000e-02 3.60
2.24767e+02 5.08252e-02 3.60
2.23083e+02 5.00000e-02 3.60
2.22791e+02 4.98590e-02 3.60
2.20966e+02 4.90000e-02 3.60
2.20814e+02 4.89278e-02 3.60
2.18837e+02 4.80180e-02 3.60
2.18797e+02 4.80000e-02 3.60
2.16860e+02 4.71460e-02 3.60
2.16533e+02 4.70000e-02 3.60
2.14884e+02 4.62833e-02 3.60
2.14258e+02 4.60000e-02 3.60
2.12907e+02 4.53992e-02 3.60
2.12020e+02 4.50000e-02 3.60
2.10930e+02 4.45197e-02 3.60
2.09755e+02 4.40000e-02 3.60
2.08953e+02 4.36520e-02 3.60
2.07468e+02 4.30000e-02 3.60
2.06977e+02 4.27884e-02 3.60
2.05154e+02 4.20000e-02 3.60
2.05000e+02 4.19350e-02 3.60
2.03023e+02 4.10937e-02 3.60
2.02806e+02 4.10000e-02 3.60
2.01047e+02 4.02544e-02 3.60
2.00448e+02 4.00000e-02 3.60
1.99070e+02 3.94268e-02 3.60
1.98043e+02 3.90000e-02 3.60
