# These isoelasticity lines were interpolated from a volume-deformation
# look-up table which was extracted from FEM data and complemented with
# analytical data (https://doi.org/10.6084/m9.figshare.12155064.v3 with
# scripts/fem2iso_volume.py). An equivalent channel radius for a square
# channel (factor of 1.094) is used in the 2D axis-symmetric model (see
# also supplement S3 in https://doi.org/10.1016/j.bpj.2015.09.006).
#
# BEGIN METADATA
# {
#   "authors": "D. Mokbel, M. Mokbel, L.D. Wittwer, S. Aland",
#   "channel_width": 20.0,
#   "channel_width_unit": "um",
#   "commit_hash": "43f37eaa",
#   "date": "2019-11-13",
#   "dimensionality": "2Daxis",
#   "flow_rate": 0.04,
#   "flow_rate_unit": "uL/s",
#   "fluid_density": 1000.0,
#   "fluid_density_unit": "kg m^-3",
#   "fluid_viscosity": 15.0,
#   "fluid_viscosity_unit": "mPa s",
#   "lut identifier": "LE-2D-FEM-19",
#   "method": "FEM",
#   "model": "linear elastic",
#   "publication": "https://doi.org/10.1021/acsbiomaterials.6b00558",
#   "software": "custom C++ code",
#   "solid_density": 1000.0,
#   "solid_density_unit": "kg m^-3",
#   "summary": "2D-axis-symmetric FEM simulation with a linear elastic model"
# }
# END METADATA
#
# volume [um^3]	deform	emodulus [kPa]
9.28221e+02	9.54261e-02	1.64000e+00
9.38546e+02	9.72110e-02	1.64000e+00
9.44705e+02	9.83163e-02	1.64000e+00
9.53776e+02	9.99349e-02	1.64000e+00
9.60907e+02	1.01206e-01	1.64000e+00
9.69006e+02	1.02646e-01	1.64000e+00
9.77195e+02	1.04097e-01	1.64000e+00
9.84236e+02	1.05389e-01	1.64000e+00
9.92667e+02	1.06987e-01	1.64000e+00
9.99466e+02	1.08287e-01	1.64000e+00
1.00790e+03	1.09877e-01	1.64000e+00
1.01470e+03	1.11192e-01	1.64000e+00
1.02311e+03	1.12767e-01	1.64000e+00
1.02993e+03	1.14060e-01	1.64000e+00
1.03828e+03	1.15657e-01	1.64000e+00
1.04516e+03	1.16980e-01	1.64000e+00
1.05335e+03	1.18548e-01	1.64000e+00
1.06039e+03	1.19890e-01	1.64000e+00
1.06816e+03	1.21438e-01	1.64000e+00
1.07562e+03	1.22964e-01	1.64000e+00
1.08237e+03	1.24328e-01	1.64000e+00
1.09085e+03	1.26078e-01	1.64000e+00
1.09634e+03	1.27218e-01	1.64000e+00
1.10564e+03	1.29145e-01	1.64000e+00
1.11076e+03	1.30108e-01	1.64000e+00
1.11941e+03	1.32035e-01	1.64000e+00
1.12372e+03	1.32999e-01	1.64000e+00
1.13315e+03	1.34925e-01	1.64000e+00
1.13871e+03	1.35889e-01	1.64000e+00
1.14987e+03	1.37815e-01	1.64000e+00
1.15539e+03	1.38779e-01	1.64000e+00
1.16641e+03	1.40706e-01	1.64000e+00
1.17156e+03	1.41669e-01	1.64000e+00
1.18131e+03	1.43596e-01	1.64000e+00
1.18617e+03	1.44559e-01	1.64000e+00
1.19587e+03	1.46486e-01	1.64000e+00
1.20073e+03	1.47449e-01	1.64000e+00
1.20814e+03	1.49376e-01	1.64000e+00
1.21268e+03	1.50523e-01	1.64000e+00
1.22204e+03	1.52266e-01	1.64000e+00
1.22791e+03	1.53338e-01	1.64000e+00
1.23669e+03	1.55157e-01	1.64000e+00
1.24314e+03	1.56633e-01	1.64000e+00
1.24933e+03	1.58047e-01	1.64000e+00
1.25775e+03	1.59974e-01	1.64000e+00
1.26196e+03	1.60937e-01	1.64000e+00
1.27038e+03	1.62864e-01	1.64000e+00
1.27471e+03	1.63827e-01	1.64000e+00
1.28474e+03	1.65754e-01	1.64000e+00
1.29013e+03	1.66717e-01	1.64000e+00
1.30092e+03	1.68644e-01	1.64000e+00
1.30632e+03	1.69608e-01	1.64000e+00
1.31711e+03	1.71534e-01	1.64000e+00
1.32251e+03	1.72498e-01	1.64000e+00
1.33330e+03	1.74424e-01	1.64000e+00
1.33869e+03	1.75388e-01	1.64000e+00
1.34948e+03	1.77315e-01	1.64000e+00
1.35579e+03	1.78278e-01	1.64000e+00
1.61819e+02	1.20854e-02	1.94000e+00
1.77049e+02	1.28461e-02	1.94000e+00
1.92279e+02	1.36212e-02	1.94000e+00
2.08814e+02	1.45010e-02	1.94000e+00
2.27760e+02	1.54644e-02	1.94000e+00
2.48035e+02	1.64278e-02	1.94000e+00
2.65650e+02	1.73911e-02	1.94000e+00
2.83659e+02	1.83429e-02	1.94000e+00
2.98889e+02	1.91207e-02	1.94000e+00
3.14119e+02	1.98673e-02	1.94000e+00
3.29349e+02	2.06416e-02	1.94000e+00
3.44579e+02	2.14179e-02	1.94000e+00
3.61290e+02	2.22081e-02	1.94000e+00
3.79103e+02	2.31715e-02	1.94000e+00
3.96874e+02	2.41349e-02	1.94000e+00
4.16213e+02	2.50983e-02	1.94000e+00
4.34664e+02	2.60617e-02	1.94000e+00
4.51188e+02	2.68923e-02	1.94000e+00
4.66418e+02	2.77038e-02	1.94000e+00
4.81648e+02	2.85265e-02	1.94000e+00
4.96878e+02	2.94196e-02	1.94000e+00
5.12108e+02	3.02681e-02	1.94000e+00
5.27338e+02	3.11624e-02	1.94000e+00
5.42568e+02	3.20600e-02	1.94000e+00
5.57798e+02	3.29508e-02	1.94000e+00
5.73028e+02	3.38297e-02	1.94000e+00
5.88813e+02	3.47323e-02	1.94000e+00
6.05212e+02	3.56956e-02	1.94000e+00
6.20741e+02	3.66590e-02	1.94000e+00
