# Isoelastics for elastic spheres deformed
# in a microfluidic channel.
#
# A description of the underlying theory can be found here:
#
#   Extracting Cell Stiffness from Real-Time Deformability
#   Cytometry: Theory and Experiment
#   A. Mietke, O. Otto, S. Girardo, P. Rosendahl,
#   A. Taubenberger, S. Golfier, E. Ulbricht,
#   S. Aland, J. Guck, E. Fischer-Friedrich
#   Biophysical Journal 109(10) 2015
#   DOI: 10.1016/j.bpj.2015.09.006
#
# These data were generated using a Matlab script
# written by Alexander Mietke.
#
# - column 1: area_um
# - column 2: deform
# - column 3: emodulus
# - channel width [um]: 20
# - flow rate [ul/s]: 0.04
# - viscosity [mPa*s]: 15
# - method: analytical
# - method details: squared channel, convex hull
#
# apparent_area_um^2 deformation elastic_modulus_kPa
1.2666727e+02 1.1657604e-02 4.20
1.2780274e+02 1.1834963e-02 4.20
1.2893772e+02 1.2014812e-02 4.20
1.3007221e+02 1.2197203e-02 4.20
1.3120619e+02 1.2382192e-02 4.20
1.3233966e+02 1.2569833e-02 4.20
1.3347259e+02 1.2760183e-02 4.20
1.3460499e+02 1.2953301e-02 4.20
1.3573682e+02 1.3149247e-02 4.20
1.3686808e+02 1.3348082e-02 4.20
1.3799877e+02 1.3549868e-02 4.20
1.3912885e+02 1.3754672e-02 4.20
1.4025832e+02 1.3962558e-02 4.20
1.4138716e+02 1.4173596e-02 4.20
1.4251537e+02 1.4387853e-02 4.20
1.4364291e+02 1.4605403e-02 4.20
1.4476978e+02 1.4826319e-02 4.20
1.4589596e+02 1.5050676e-02 4.20
1.4702143e+02 1.5278551e-02 4.20
1.4814618e+02 1.5510025e-02 4.20
1.4927019e+02 1.5745178e-02 4.20
1.5039343e+02 1.5984095e-02 4.20
1.5151590e+02 1.6226863e-02 4.20
1.5263756e+02 1.6473569e-02 4.20
1.5375841e+02 1.6724305e-02 4.20
1.5487841e+02 1.6979164e-02 4.20
1.5599756e+02 1.7238243e-02 4.20
1.5711582e+02 1.7501641e-02 4.20
1.5823318e+02 1.7769459e-02 4.20
1.5934961e+02 1.8041802e-02 4.20
1.6046508e+02 1.8318779e-02 4.20
1.6157958e+02 1.8600499e-02 4.20
1.6269308e+02 1.8887077e-02 4.20
1.6380555e+02 1.9178630e-02 4.20
1.6491697e+02 1.9475279e-02 4.20
1.6602730e+02 1.9777148e-02 4.20
1.6713653e+02 2.0084366e-02 4.20
1.6824462e+02 2.0397065e-02 4.20
1.6935154e+02 2.0715379e-02 4.20
1.7045726e+02 2.1039450e-02 4.20
1.7156175e+02 2.1369422e-02 4.20
1.7266497e+02 2.1705442e-02 4.20
1.7376690e+02 2.2047665e-02 4.20
1.7486749e+02 2.2396247e-02 4.20
