# Elastic modulus look-up table for elastic spheres
# deformed in a microfluidic channel.
#
# A description of the underlying theory can be found here:
#
#   Numerical Simulation of Real-Time Deformability Cytometry
#   to Extract Cell Mechanical Properties
#   M. Mokbel, D. Mokbel, A. Mietke, N. Träber, S. Girardo,
#   O. Otto, J. Guck, and S. Aland
#   ACS Biomaterials Science & Engineering 3(11) 2017
#   DOI: 10.1021/acsbiomaterials.6b00558
#
# The simulations were performed by S. Aland, D. Mokbel.
# The look-up table was assembled by S. Aland, D. Mokbel, C. Herold.
#
# - column 1: area_um
# - column 2: deform
# - column 3: emodulus
# - channel width [um]: 20
# - flow rate [ul/s]: 0.04
# - viscosity [mPa*s]: 15
# - method: numerical
# - method details: FEM, linear elastic model
#
# apparent_area_um^2 deformation elastic_modulus_kPa
4.91945e+01 1.42910e-02 2.10030e+00
4.39173e+01 1.60330e-02 1.87117e+00
4.01424e+01 1.72470e-02 1.71842e+00
5.62130e+01 1.22830e-02 2.44398e+00
5.47758e+01 1.27530e-02 2.36761e+00
5.33574e+01 1.32330e-02 2.29123e+00
5.76682e+01 1.18660e-02 2.52036e+00
4.78603e+01 1.50030e-02 2.02392e+00
4.13895e+01 1.70960e-02 1.75661e+00
5.19586e+01 1.37580e-02 2.21486e+00
4.52185e+01 1.59250e-02 1.90936e+00
5.05793e+01 1.43100e-02 2.13848e+00
4.26539e+01 1.69210e-02 1.79480e+00
4.92138e+01 1.48440e-02 2.06211e+00
3.42349e+01 1.96180e-02 1.48930e+00
4.65386e+01 1.57140e-02 1.94755e+00
3.53812e+01 1.92950e-02 1.52749e+00
5.62299e+01 1.26880e-02 2.40579e+00
3.65571e+01 1.89620e-02 1.56568e+00
5.76876e+01 1.22570e-02 2.48217e+00
5.47933e+01 1.31860e-02 2.32942e+00
5.33755e+01 1.36970e-02 2.25305e+00
3.77413e+01 1.86750e-02 1.60386e+00
4.39384e+01 1.67310e-02 1.83299e+00
3.89440e+01 1.83560e-02 1.64205e+00
5.19774e+01 1.42590e-02 2.17667e+00
4.78807e+01 1.56060e-02 1.98574e+00
4.01666e+01 1.80900e-02 1.68024e+00
5.05990e+01 1.48510e-02 2.10030e+00
4.52398e+01 1.66030e-02 1.87117e+00
5.62477e+01 1.31130e-02 2.36761e+00
5.77048e+01 1.26570e-02 2.44398e+00
5.91808e+01 1.22230e-02 2.52036e+00
5.48118e+01 1.36410e-02 2.29123e+00
4.14139e+01 1.79130e-02 1.71842e+00
4.92342e+01 1.54300e-02 2.02392e+00
5.33947e+01 1.41870e-02 2.21486e+00
4.65600e+01 1.63720e-02 1.90936e+00
4.26762e+01 1.76930e-02 1.75661e+00
5.19974e+01 1.47880e-02 2.13848e+00
5.77230e+01 1.30750e-02 2.40579e+00
5.62664e+01 1.35600e-02 2.32942e+00
4.39609e+01 1.74770e-02 1.79480e+00
5.92017e+01 1.26280e-02 2.48217e+00
4.79024e+01 1.62470e-02 1.94755e+00
5.06199e+01 1.54250e-02 2.06211e+00
5.48312e+01 1.41210e-02 2.25305e+00
3.65812e+01 1.99630e-02 1.52749e+00
3.54051e+01 2.03380e-02 1.48930e+00
3.42589e+01 2.07080e-02 1.45111e+00
3.77654e+01 1.96370e-02 1.56568e+00
3.89680e+01 1.92790e-02 1.60386e+00
5.34149e+01 1.47050e-02 2.17667e+00
4.92559e+01 1.60520e-02 1.98574e+00
4.52624e+01 1.73280e-02 1.83299e+00
4.01905e+01 1.89790e-02 1.64205e+00
5.92202e+01 1.30410e-02 2.44398e+00
5.77420e+01 1.35140e-02 2.36761e+00
4.65828e+01 1.70730e-02 1.87117e+00
5.20185e+01 1.53480e-02 2.10030e+00
6.07164e+01 1.26040e-02 2.52036e+00
5.62862e+01 1.40300e-02 2.29123e+00
4.14381e+01 1.87730e-02 1.68024e+00
5.48518e+01 1.46270e-02 2.21486e+00
4.27025e+01 1.85400e-02 1.71842e+00
5.06421e+01 1.60330e-02 2.02392e+00
4.79255e+01 1.69290e-02 1.90936e+00
5.34363e+01 1.52510e-02 2.13848e+00
4.39873e+01 1.82950e-02 1.75661e+00
5.92396e+01 1.34720e-02 2.40579e+00
6.07352e+01 1.30090e-02 2.48217e+00
5.77621e+01 1.39750e-02 2.32942e+00
4.92791e+01 1.67140e-02 1.94755e+00
5.63070e+01 1.45250e-02 2.25305e+00
5.20408e+01 1.59410e-02 2.06211e+00
